FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,QCLabel
0.1681,0.2808,0.06,0.0753,0.0851,0.3944,0.1343,0.3539,0.5039,0.2994,0.2923,C
0.2478,0.2397,0.46,0.089,0.1703,0.0845,0.0495,0.4699,0.4567,0.1796,0.3231,D
0.177,0.3973,0.08,0.1164,0.1569,0.1831,0.0742,0.4831,0.5512,0.1497,0.2769,D
0.1681,0.2808,0.06,0.0753,0.0851,0.3944,0.1343,0.3539,0.5039,0.2994,0.2923,C
0.2035,0.2466,0.2,0.0685,0.1169,0.1127,0.0601,0.4244,0.5118,0.0599,0.1,E
0.1327,0.137,0.25,0.0959,0.0985,0.3099,0.1837,0.4596,0.5354,0.3832,0.3385,D
0.1947,0.2466,0.25,0.0753,0.1068,0.3944,0.1943,0.384,0.4724,0.1617,0.3077,D
0.1239,0.2055,0.19,0.0753,0.1052,0.2958,0.1449,0.3781,0.5118,0.2695,0.2462,C
0.1858,0.2466,0.08,0.0822,0.0868,0.2394,0.0989,0.4001,0.4646,0.1856,0.2,D
0.1947,0.2397,0.08,0.089,0.0868,0.2394,0.1131,0.4009,0.4409,0.1916,0.1846,C
0.2212,0.2808,0.07,0.0548,0.0985,0.1972,0.0636,0.3693,0.4331,0.1976,0.3692,C
0.292,0.1164,0.49,0.089,0.1402,0.2817,0.1873,0.5191,0.4488,0.2036,0.2615,C
0.2212,0.3904,0.08,0.0822,0.0851,0.5775,0.1625,0.4413,0.5354,0.1617,0.2769,C
0.177,0.2192,0.09,0.089,0.0851,0.1127,0.0424,0.3209,0.5354,0.2156,0.4462,C
0.1327,0.4007,0.1,0.1301,0.1152,0.169,0.0777,0.4581,0.6772,0.1976,0.2769,D
0.2301,0.2808,0.13,0.0753,0.0768,0.2394,0.0565,0.4156,0.3701,0.2096,0.2308,C
0.3009,0.1849,0.3,0.0685,0.1035,0.4366,0.2756,0.5213,0.5118,0.1677,0.0923,D
0.177,0.3014,0.14,0.1027,0.0868,0.169,0.0813,0.2863,0.5354,0.1737,0.5077,B
0.2124,0.2945,0.13,0.089,0.1052,0.1972,0.1025,0.428,0.4882,0.1557,0.2,C
0.1327,0.2808,0.08,0.0685,0.1085,0.3239,0.1378,0.3825,0.6772,0.2096,0.2923,C
0.0708,0.3151,0.08,0.0685,0.0785,0.2676,0.0883,0.3502,0.5984,0.1856,0.2769,C
0.1416,0.3562,0.09,0.1096,0.1152,0.1972,0.0707,0.3899,0.6535,0.1796,0.5538,D
0.2301,0.1849,0.32,0.0616,0.0885,0.4648,0.1908,0.5191,0.5669,0.2695,0.2308,D
0.1416,0.274,0.08,0.2397,0.0985,0.1408,0.0919,0.4692,0.6457,0.1796,0.4923,C
0.2478,0.089,0.29,0.089,0.0701,0.2535,0.1519,0.4838,0.5197,0.2575,0.3846,B
0.1858,0.5034,0.02,0.0685,0.0868,0.3944,0.1131,0.3414,0.4409,0.1377,0.3615,C
0.5752,0.2192,0.42,0.089,0.0868,0.1831,0.0459,0.5514,0.4016,0.1437,0.3077,C
0.3363,0.1712,0.43,0.0959,0.0851,0.1549,0.0459,0.3987,0.3386,0.2874,0.4308,B
0.1681,0.3493,0.33,0.0616,0.0785,0.2113,0.0777,0.3847,0.4882,0.1856,0.2615,C
0.2124,0.3082,0.02,0.0753,0.1002,0.2254,0.0707,0.417,0.4882,0.1677,0.2769,D
0.1504,0.3288,0.1,0.0479,0.0601,0.1549,0.0707,0.2195,0.6378,0.1078,0.5692,D
0.5841,0.1918,0.5,0.0753,0.1452,0.2535,0.1555,0.5698,0.2835,0.1497,0.3077,D
0.2478,0.1644,0.3,0.0616,0.1035,0.2254,0.0636,0.3025,0.3937,0.2216,0.4615,A
0.2212,0.3836,0,0.0959,0.1252,0.2254,0.0707,0.5698,0.5591,0.1198,0.1692,D
0.2212,0.3767,0,0.0959,0.1185,0.2394,0.0742,0.5587,0.5512,0.1257,0.1538,D
0.1504,0.3836,0.01,0.1918,0.1519,0.4366,0.1696,0.4251,0.6063,0.1976,0.4462,C
0.2389,0.4212,0,0.089,0.1135,0.2394,0.0777,0.5565,0.5276,0.1617,0.1538,D
0.177,0.5034,0.02,0.1027,0.0835,0.1972,0.0601,0.4552,0.6299,0.1617,0.4,C
0.2124,0.3014,0.17,0.0548,0.0885,0.1972,0.0636,0.3722,0.5512,0.2096,0.3308,B
0.177,0.5205,0.04,0.089,0.0902,0.1549,0.0495,0.4618,0.622,0.1377,0.2308,D
0.177,0.5034,0.02,0.1027,0.0835,0.1972,0.0601,0.4552,0.6299,0.1617,0.4,C
0.2035,0.3493,0.33,0.3973,0.3723,0.9155,0.3852,0.5727,0.378,0.1377,0.1692,D
0.2832,0.3288,0.26,0.0753,0.1135,0.4225,0.4417,0.4515,0.3701,0.1138,0.2308,D
0.2832,0.3288,0.26,0.0753,0.1135,0.4225,0.4417,0.4515,0.3701,0.1138,0.2308,D
0.2832,0.3288,0.26,0.0753,0.1135,0.4225,0.4417,0.4515,0.3701,0.1138,0.2308,D
0.2301,0.3938,0.13,0.0753,0.1068,0.1549,0.0495,0.3957,0.4331,0.1257,0.2615,D
0.2301,0.3938,0.13,0.0753,0.1068,0.1549,0.0495,0.3957,0.4331,0.1257,0.2615,D
0.2301,0.3938,0.13,0.0753,0.1068,0.1549,0.0495,0.3957,0.4331,0.1257,0.2615,D
0.1858,0.3767,0.02,0.0685,0.0818,0.3521,0.1272,0.3539,0.5118,0.2934,0.3846,C
0.1858,0.0274,0.64,0.0822,0.0785,0.3239,0.1625,0.3576,0.4724,0.2275,0.4308,C
0.2301,0.3938,0.13,0.0753,0.1068,0.1549,0.0495,0.3957,0.4331,0.1257,0.2615,D
0.2124,0.3014,0.13,0.0479,0.1085,0.338,0.1272,0.4567,0.4724,0.1557,0.1231,D
0.1416,0.2671,0.14,0.0685,0.0735,0.1972,0.0989,0.2856,0.5827,0.1437,0.4769,C
0.1593,0.1644,0.53,0.089,0.3639,0.2535,0.1025,0.2445,0.4961,0.3593,0.6154,C
0.1593,0.1781,0.14,0.089,0.0434,0.1972,0.0671,0.3722,0.5512,0.1916,0.4154,C
0.2389,0.3904,0.32,0.089,0.0952,0.4789,0.3463,0.4589,0.4646,0.1078,0.1692,D
0.1239,0.3151,0.2,0.1027,0.1052,0.1972,0.1555,0.3377,0.6614,0.2036,0.6308,C
0.0885,0.1301,0.78,0.8904,0.1035,0.3099,0.3039,0.4919,0.5118,0.0898,0.3231,C
0.2566,0.274,0.4,0.089,0.0801,0.1549,0.0495,0.3429,0.4094,0.1856,0.5231,C
0.3009,0.1233,0.63,0.0479,0.1152,0.2113,0.0813,0.4266,0.4409,0.2695,0.3692,C
0.1416,0.3973,0.15,0.2877,0.1068,0.169,0.0742,0.4515,0.6299,0.1617,0.5385,C
0.1947,0.3767,0.15,0.0616,0.177,0.169,0.0495,0.3913,0.5354,0.2036,0.4462,C
0.1416,0.3014,0.09,0.0548,0.0684,0.3239,0.0919,0.29,0.6299,0.1617,0.4462,D
0.2478,0.1575,0.33,0.1027,0.0935,0.1127,0.0707,0.3399,0.4882,0.1617,0.5385,C
0.1416,0.3014,0.09,0.0548,0.0684,0.3239,0.0919,0.29,0.6299,0.1617,0.4462,D
0.1327,0.4075,0.1,0.1164,0.0684,0.169,0.0742,0.2606,0.6535,0.1018,0.5385,D
0.1416,0.2329,0.29,0.0822,0.1035,0.4366,0.3251,0.4192,0.4646,0.1737,0.2154,D
0.1858,0.137,0.44,0.1027,0.0818,0.3239,0.0989,0.3502,0.4331,0.2814,0.4923,B
0.2301,0.1849,0.44,0.1164,0.0902,0.2958,0.1484,0.3576,0.4409,0.3054,0.4769,C
0.2566,0.1301,0.41,0.1027,0.0885,0.4648,0.1908,0.3561,0.4724,0.3114,0.4615,C
0.1062,0.3356,0.11,0.0616,0.0902,0.2394,0.0777,0.3495,0.6378,0.1976,0.3846,C
0.2301,0.3699,0.33,0.1096,0.0935,0.4648,0.3392,0.2988,0.4173,0.2695,0.6769,C
0.177,0.4144,0.2,0.4726,0.1018,0.3944,0.258,0.5602,0.4331,0.1257,0.1231,D
0.1504,0.2945,0.15,0.0616,0.1085,0.3521,0.1025,0.2254,0.4567,0.2934,0.4923,C
0.0708,0.4247,0.09,0.0548,0.1285,0.2113,0.0707,0.29,0.7323,0.1377,0.4923,C
0.1504,0.2671,0.13,0.0959,0.1068,0.3944,0.1201,0.4163,0.5354,0.2515,0.4,C
0.1947,0.3425,0.08,0.0685,0.0935,0.3803,0.1131,0.4728,0.5354,0.2934,0.1692,C
0.1416,0.3288,0.08,0.0753,0.1302,0.4366,0.1343,0.3546,0.5591,0.1497,0.3231,D
0.115,0.2945,0.1,0.089,0.0835,0.5352,0.159,0.3708,0.6142,0.2575,0.4308,C
0.1504,0.2671,0.13,0.0959,0.1068,0.3944,0.1201,0.4163,0.5354,0.2515,0.4,C
0.115,0.3596,0.12,0.0753,0.1052,0.4366,0.1343,0.3965,0.6535,0.2275,0.2769,D
0.1239,0.1301,0.47,0.1849,0.0918,0.2394,0.1272,0.3979,0.5118,0.1976,0.4,C
